Productkey	OrderDateKey	DueDateKey	ShipDateKey	CustomerKey	PromotionKey	CurrencyKey	SalesTerritoryKey	SalesOrderNumber	SalesOrderLineNumber	RevisionNumber	OrderQuantity	UnitPrice	ExtendedAmount	UnitPriceDiscountPct	DiscountAmount	ProductStandardCost	TotalProductCost	SalesAmount	TaxAmt	Freight	CarrierTrackingNumber	CustomerPONumber	OrderDate	DueDate	ShipDate
381	20120101	20120113	20120108	16942	1	100	7	SO46700	1	1	1	1000.4375	1000.4375	0	0	605.6492	605.6492	1000.4375	80.035	25.0109			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
375	20120101	20120113	20120108	15114	1	100	8	SO46701	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
369	20120101	20120113	20120108	15116	2	100	8	SO46702	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
337	20120101	20120113	20120108	20576	1	98	10	SO46703	1	1	1	782.99	782.99	0	0	486.7066	486.7066	782.99	62.6392	19.5748			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
370	20120101	20120113	20120108	13059	1	100	4	SO46704	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
370	20120101	20120113	20120108	13085	1	100	1	SO46705	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
352	20120101	20120113	20120108	20186	1	19	6	SO46706	1	1	1	2071.4196	2071.4196	0	0	1117.8559	1117.8559	2071.4196	165.7136	51.7855			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
337	20120101	20120113	20120108	15199	1	100	4	SO46707	1	1	1	782.99	782.99	0	0	486.7066	486.7066	782.99	62.6392	19.5748			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
377	20120101	20120113	20120108	21200	1	6	9	SO46708	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			1/01/2012 0:00	13/01/2012 0:00	8/01/2012 0:00
387	20120102	20120114	20120109	19172	1	98	10	SO46709	1	1	1	1000.4375	1000.4375	0	0	605.6492	605.6492	1000.4375	80.035	25.0109			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
356	20120102	20120114	20120109	11484	1	100	8	SO46710	1	1	1	2071.4196	2071.4196	0	0	1117.8559	1117.8559	2071.4196	165.7136	51.7855			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
369	20120102	20120114	20120109	13592	2	100	7	SO46711	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
373	20120102	20120114	20120109	13779	1	100	7	SO46712	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
371	20120102	20120114	20120109	24778	1	19	6	SO46713	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
368	20120102	20120114	20120109	13093	1	100	1	SO46714	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
375	20120102	20120114	20120109	24976	1	19	6	SO46715	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
375	20120102	20120114	20120109	25046	1	19	6	SO46716	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
368	20120102	20120114	20120109	25048	1	19	6	SO46717	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
360	20120102	20120114	20120109	12570	1	6	9	SO46718	1	1	1	2049.0982	2049.0982	0	0	1105.81	1105.81	2049.0982	163.9279	51.2275			2/01/2012 0:00	14/01/2012 0:00	9/01/2012 0:00
362	20120103	20120115	20120110	11604	2	98	10	SO46719	1	1	1	2049.0982	2049.0982	0	0	1105.81	1105.81	2049.0982	163.9279	51.2275			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
371	20120103	20120115	20120110	13667	1	100	7	SO46720	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
370	20120103	20120115	20120110	16046	1	98	10	SO46721	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
385	20120103	20120115	20120110	17095	1	100	7	SO46722	1	1	1	1000.4375	1000.4375	0	0	605.6492	605.6492	1000.4375	80.035	25.0109			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
368	20120103	20120115	20120110	12918	1	100	4	SO46723	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
368	20120103	20120115	20120110	28663	1	100	6	SO46724	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
369	20120103	20120115	20120110	21191	2	6	9	SO46725	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
373	20120103	20120115	20120110	20999	1	6	9	SO46726	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
370	20120103	20120115	20120110	21002	1	6	9	SO46727	1	1	1	2443.35	2443.35	0	0	1518.7864	1518.7864	2443.35	195.468	61.0838			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
358	20120103	20120115	20120110	12354	1	6	9	SO46728	1	1	1	2049.0982	2049.0982	0	0	1105.81	1105.81	2049.0982	163.9279	51.2275			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
321	20120103	20120115	20120110	26019	1	6	9	SO46729	1	1	1	782.99	782.99	0	0	486.7066	486.7066	782.99	62.6392	19.5748			3/01/2012 0:00	15/01/2012 0:00	10/01/2012 0:00
379	20120104	20120116	20120111	15100	1	100	8	SO46730	1	1	1	2181.5625	2181.5625	0	0	1320.6838	1320.6838	2181.5625	174.525	54.5391			4/01/2012 0:00	16/01/2012 0:00	11/01/2012 0:00
